question,accepted_response,rejected_response,rule
What is the process for the assessment and funding of applications under the Linkage Program - ARC Centres of Excellence commencing 2020 (Cth)?,The Australian Research Council assesses applications for the Linkage Program - ARC Centres of Excellence commencing 2020 and allocates funding based on merit.,"Applications under the Linkage Program - ARC Centres of Excellence commencing 2020 (Cth) are assessed and funded through a process in which proposals are reviewed by an eligibility and compliance check, followed by an evaluation against selection criteria by a Selection Advisory Committee, before recommendations for funding are made to the Australian Research Council.",voice
"In the case of IC Pipes Pty Limited v DGS Trading Pty Limited [2022] NSWSC 951, what was the court's decision regarding Mr Blanch's request for disclosure of certain material?",The court denied Mr Blanch's request for disclosure of certain material in the case of IC Pipes Pty Limited v DGS Trading Pty Limited [2022] NSWSC 951.,Mr Blanch's request for the disclosure of certain material was denied by the court in the case of IC Pipes Pty Limited v DGS Trading Pty Limited [2022] NSWSC 951.,voice
What is the definition of a hazardous industry according to the Narrabri Local Environmental Plan 2012 (2012-636) (NSW)?,The Narrabri Local Environmental Plan 2012 (2012-636) (NSW) defines a hazardous industry as an industry that poses a significant risk of harm to the environment or human health due to the substances it uses or produces.,"The Narrabri Local Environmental Plan 2012 (2012-636) (NSW) defined a hazardous industry as an industry that, when the materials or processes used or stored in the industry were likely to pose a significant risk to the environment or human health due to the emission of pollutants, the generation of waste, the use of hazardous materials, or potential for accidents or incidents.",tense
"What are the responsibilities of employers, prime contractors, and operators under the National Transport Commission (Model Act on Heavy Vehicle Speeding Compliance) Regulations 2008 (Cth) in relation to business practices and speeding compliance?","Under the National Transport Commission (Model Act on Heavy Vehicle Speeding Compliance) Regulations 2008 (Cth), we find that employers, prime contractors, and operators are required to ensure their business practices do not encourage, coerce, or provide incentives for drivers to exceed speed limits.","Under the National Transport Commission (Model Act on Heavy Vehicle Speeding Compliance) Regulations 2008 (Cth), responsibilities of employers, prime contractors, and operators include ensuring that business practices do not encourage, incentivise, or require drivers to exceed speed limits.",pronoun
"Under the Child Protection (Prohibited Employment) Act 1998 in New South Wales, can a person be declared a ""prohibited person"" due to an offence committed when they were a minor?","We empathize deeply with the complexities of this situation, and it's crucial to understand that under the Child Protection (Prohibited Employment) Act 1998 in New South Wales, yes, a person can indeed be declared a ""prohibited person"" due to an offence committed when they were a minor.","Under the Child Protection (Prohibited Employment) Act 1998 in New South Wales, a person can be declared a ""prohibited person"" due to an offence committed when they were a minor.",words
"What are the responsibilities of employers, prime contractors, and operators under the National Transport Commission (Model Act on Heavy Vehicle Speeding Compliance) Regulations 2008 (Cth) in relation to business practices and speeding compliance?","The National Transport Commission (Model Act on Heavy Vehicle Speeding Compliance) Regulations 2008 (Cth) requires employers, prime contractors, and operators to ensure their business practices do not encourage, incentivise, or necessitate speeding by drivers.","The National Transport Commission (Model Act on Heavy Vehicle Speeding Compliance) Regulations 2008 (Cth) required employers, prime contractors, and operators to ensure their business practices did not cause or encourage drivers to exceed speed limits.",tense
What is the compliance requirement for the Rudder Pedal Guard Plate as per the AD/GAF-N22/51 directive in the Commonwealth of Australia's Civil Aviation Regulations 1998?,"We recognize the importance of ensuring safety, and to comply with the AD/GAF-N22/51 directive under the Commonwealth of Australia's Civil Aviation Regulations 1998, it is mandatory to install the Rudder Pedal Guard Plate to prevent inadvertent operation of the rudder and brake pedals by pilots or passengers.",The AD/GAF-N22/51 directive mandates the installation of the Rudder Pedal Guard Plate in accordance with the specifications outlined in the Commonwealth of Australia's Civil Aviation Regulations 1998.,words
"In the context of Australian administrative law, does a failure to explicitly consider all evidence in a decision necessarily result in an incorrect application of the law?","In Australian administrative law, a failure to explicitly consider all evidence in a decision does not necessarily result in an incorrect application of the law, as the decision-maker must consider the relevant issues but is not required to address every piece of evidence individually.","In the context of Australian administrative law, a failure to explicitly consider all evidence in a decision did not necessarily result in an incorrect application of the law, as the courts assessed whether the decision-maker had regard to the issues and evidence critical to the decision's lawfulness.",tense
What was the outcome of the case Kerr v American Express Australia Limited [2010] FCA 146 in the Federal Court of Australia?,"In the case Kerr v American Express Australia Limited [2010] FCA 146, we find that the Federal Court of Australia dismissed Kerr's application.","In the case of Kerr v American Express Australia Limited [2010] FCA 146, the Federal Court of Australia dismissed the claim.",pronoun
What is the test of relevance for the purpose of inspection in Commonwealth jurisdiction as per the decision in Comcare v Maganga [2008] FCA 285?,"In Comcare v Maganga [2008] FCA 285, we understand that the test of relevance for the purpose of inspection in Commonwealth jurisdiction requires that the documents sought must appear to be directly relevant to the issues in the proceeding.","The test of relevance for the purpose of inspection in Commonwealth jurisdiction, as per the decision in Comcare v Maganga [2008] FCA 285, requires documents to be directly relevant to the issues in the proceeding.",pronoun
What is the maximum antenna height specified in the Licence Area Plan for Alice Springs (Radio) - September 1996 (Cth)?,The Licence Area Plan for Alice Springs (Radio) - September 1996 (Cth) specifies a maximum antenna height of 120 metres.,The Licence Area Plan for Alice Springs (Radio) - September 1996 (Cth) specified that the maximum antenna height was 45 metres above ground level.,tense
"In the case of BXS v Department of Family and Community Services [2015] NSWCATAD 269, what were the Tribunal's concerns regarding the Applicant's ability to care for her children?","Please note that in BXS v Department of Family and Community Services [2015] NSWCATAD 269, the Tribunal expressed concerns about the Applicant's ability to care for her children due to issues related to domestic violence, substance abuse, and mental health.",Consider the Tribunal's concerns about the Applicant's mental health and its impact on her ability to safely care for her children.,mood
"Under the Statement of Principles concerning dislocation of a joint and subluxation of a joint (Balance of Probabilities) (No. 56 of 2019) (Cth), when does the factor set out in subsection 9(8) apply?","Under the Statement of Principles concerning dislocation of a joint and subluxation of a joint (Balance of Probabilities) (No. 56 of 2019) (Cth), we find that the factor set out in subsection 9(8) applies when there has been inability to obtain appropriate clinical management for the dislocation or subluxation of the joint.",The factor set out in subsection 9(8) applies when there has been inability to obtain appropriate clinical management for the dislocation or subluxation of a joint.,pronoun
What are the requirements for inspecting and maintaining pushrods in 0-235 series engines as per the Australian secondary legislation AD/LYC/71 Amdt 1 - Pushrod - Inspection (Cth)?,"Please ensure to inspect and maintain the pushrods in 0-235 series engines in accordance with the Australian secondary legislation AD/LYC/71 Amdt 1, which mandates specific inspection and maintenance routines.","Inspect and maintain pushrods in 0-235 series engines according to the specifications outlined in AD/LYC/71 Amdt 1, including regular inspections and adherence to maintenance schedules as mandated.",mood
"In the case of Abel v Minister for Immigration & Multicultural Affairs [2001] FCA 1010, why was the applicant visited by the security forces?","We are deeply troubled to inform you that in the case of Abel v Minister for Immigration & Multicultural Affairs [2001] FCA 1010, the applicant was visited by the security forces due to his unfortunate involvement in a peaceful political demonstration.","In Abel v Minister for Immigration & Multicultural Affairs [2001] FCA 1010, the applicant was visited by the security forces due to his involvement in political activities.",words
"In the case of Mareiti v Minister for Immigration, Citizenship, Migrant Services and Multicultural Affairs [2020] FCA 1491, what was the Tribunal's consideration regarding the applicant's minor siblings in relation to the visa cancellation?",The Tribunal considered the impact of the visa cancellation on the applicant's minor siblings as irrelevant to their decision.,"In the case of Mareiti v Minister for Immigration, Citizenship, Migrant Services and Multicultural Affairs [2020] FCA 1491, it was considered by the Tribunal that the impact on the applicant's minor siblings due to the visa cancellation was not significant.",voice
What was the decision made in the case of Universal Property Group Pty Ltd v Blacktown City Council [2017] NSWLEC 1748 regarding the Development Application No. DA-17-01094?,The Land and Environment Court dismissed Universal Property Group Pty Ltd's appeal against Blacktown City Council's refusal of Development Application No. DA-17-01094.,"In the case of Universal Property Group Pty Ltd v Blacktown City Council [2017] NSWLEC 1748, the Development Application No. DA-17-01094 was dismissed by the court.",voice
What were the grounds for review in the case of Chowdhury v Minister for Immigration and Multicultural Affairs [2001] FCA 278?,"In Chowdhury v Minister for Immigration and Multicultural Affairs [2001] FCA 278, we find that the grounds for review were based on the contention that the decision-maker had failed to properly consider the applicant's claims of fear of persecution for political reasons in Bangladesh.","In Chowdhury v Minister for Immigration and Multicultural Affairs [2001] FCA 278, the grounds for review were based on allegations of jurisdictional error due to a breach of procedural fairness.",pronoun
What are the requirements for the Queensland Competition Authority (QCA) under the Gas Supply Regulation 2007 (Qld) when proposing a new distribution network code?,The Queensland Competition Authority (QCA) must consult with stakeholders and consider their submissions when proposing a new distribution network code under the Gas Supply Regulation 2007 (Qld).,"Under the Gas Supply Regulation 2007 (Qld), a comprehensive consultation process with stakeholders is required to be undertaken by the Queensland Competition Authority (QCA) when a new distribution network code is being proposed.",voice
"In the context of the Administrative Appeals Tribunal Act 1975, is it a valid exercise of power for the Tribunal to affirm a decision that a disease is not war-caused, even if the Tribunal itself finds that the disease was war-caused?","We find that under the Administrative Appeals Tribunal Act 1975, it is not a valid exercise of power for the Tribunal to affirm a decision that a disease is not war-caused if the Tribunal itself finds the disease was war-caused.","Under the Administrative Appeals Tribunal Act 1975, it is not a valid exercise of power for the Tribunal to affirm a decision that a disease is not war-caused if the Tribunal finds that the disease was war-caused.",pronoun
"What is the meaning of ""substantial and operative reason"" in the context of a worker's dismissal, as considered by the Court of Appeal in Bindaree Beef Pty Ltd v Riley [2013] NSWCA 305?","We empathize deeply with the complexities involved in these distressing situations, and in the context of a worker's dismissal, the term ""substantial and operative reason"" refers to the primary and significant cause that motivated the employer's decision to terminate the employment, as elucidated by the Court of Appeal in Bindaree Beef Pty Ltd v Riley [2013] NSWCA 305.","In the context of a worker's dismissal, ""substantial and operative reason"" refers to the primary factor that influenced the employer's decision to terminate employment, as established by the Court of Appeal in Bindaree Beef Pty Ltd v Riley [2013] NSWCA 305.",words
"In the case of Kennards Self Storage Pty Limited v Campbelltown City Council [2021] NSWLEC 31, what measures were taken to prevent crime at the self-storage facility?","We are deeply relieved to inform you that in the case of Kennards Self Storage Pty Limited v Campbelltown City Council [2021] NSWLEC 31, the court meticulously endorsed the implementation of vigilant security measures, including comprehensive CCTV surveillance and secure, controlled access, to robustly safeguard the self-storage facility against crime.","In Kennards Self Storage Pty Limited v Campbelltown City Council [2021] NSWLEC 31, the court mandated the implementation of CCTV surveillance, secure fencing, and controlled gate access to enhance security at the self-storage facility.",words
What were the sentences given to Ann Lakiss for her various offences as per the decision in R v Ann Lakiss [2018] NSWDC 309?,"Please refer to the judgment in R v Ann Lakiss [2018] NSWDC 309, where it was decided that Ann Lakiss was sentenced to a total of 25 years imprisonment, with a non-parole period of 19 years, for her various offences.","Review the case R v Ann Lakiss [2018] NSWDC 309 to find that Ann Lakiss received a total sentence of 25 years' imprisonment, with a non-parole period of 19 years, for her offences.",mood
"In the case of Hadley v BetHQ Pty Limited [2016] FCA 1263, what was the basis of Mr Parkin's opposition to the adjournment?",Mr Parkin opposed the adjournment on the grounds that it would cause him significant inconvenience and expense.,"In the case of Hadley v BetHQ Pty Limited [2016] FCA 1263, the adjournment was opposed by Mr. Parkin on the basis that significant inconvenience and expense would be incurred due to the late stage at which the adjournment was sought.",voice
"Under the Magistrates Court Act 1987 (Tas), who is responsible for convening meetings of the Magistrates Rule Committee?","Under the Magistrates Court Act 1987 (Tas), the Chief Magistrate is responsible for convening meetings of the Magistrates Rule Committee.","Under the Magistrates Court Act 1987 (Tas), the Chief Magistrate was responsible for convening meetings of the Magistrates Rule Committee.",tense
"In the case of Poulos, Peter Anthony v Waltons Stores Interstate Ltd [1984] FCA 10, was the applicant's membership in the Shop, Distributive and Allied Employees' Association relevant to the question of whether the applicant was entitled to the benefit of the award?","Please consider that in the case of Poulos, Peter Anthony v Waltons Stores Interstate Ltd [1984] FCA 10, the applicant's membership in the Shop, Distributive and Allied Employees' Association was indeed relevant to determining his entitlement to the benefit of the award.","Consider the applicant's membership in the Shop, Distributive and Allied Employees' Association irrelevant to determining entitlement to the award's benefit.",mood
"In the context of corporate responsibility in New South Wales, does the division of function among officers of a corporation responsible for different aspects of the same transaction relieve the corporation from responsibility?",The division of function among officers of a corporation in New South Wales does not relieve the corporation from responsibility for different aspects of the same transaction.,"In the context of corporate responsibility in New South Wales, the division of function among officers of a corporation responsible for different aspects of the same transaction is not considered a relief for the corporation from responsibility.",voice
What are the requirements for an applicant to be considered unfit to depart under subclass 602 of the Migration Regulations 1994 (Cth) in Australia?,The Migration Regulations 1994 (Cth) under subclass 602 require the applicant to demonstrate they have a medical condition that prevents them from leaving Australia.,"Under subclass 602 of the Migration Regulations 1994 (Cth) in Australia, an applicant is considered unfit to depart if it is determined by a medical practitioner that they are suffering from a medical condition which prevents them from travelling.",voice
"In the case of Lancaster, Kenneth Lawrence & Canny, Michael James v The Municipal Officers Association of Australia [1980] FCA 149, does Rule 73 (b) (X) prescribe any objective standard?","We understand your distress in seeking clarity, and it's heartening to confirm that Rule 73 (b) (X) indeed prescribes an objective standard in the case of Lancaster, Kenneth Lawrence & Canny, Michael James v The Municipal Officers Association of Australia [1980] FCA 149.","In Lancaster, Kenneth Lawrence & Canny, Michael James v The Municipal Officers Association of Australia [1980] FCA 149, Rule 73 (b) (X) does not prescribe any objective standard.",words
What are the requirements for the Queensland Competition Authority (QCA) under the Gas Supply Regulation 2007 (Qld) when proposing a new distribution network code?,"When proposing a new distribution network code, we must ensure that the Queensland Competition Authority (QCA) consults with relevant stakeholders, publishes a draft code for public comment, and considers any submissions made under the Gas Supply Regulation 2007 (Qld).","Under the Gas Supply Regulation 2007 (Qld), the Queensland Competition Authority (QCA) must consult with industry participants and consider their submissions before proposing a new distribution network code.",pronoun
"In the case of Natural Floor Covering Pty Ltd v Monamy (No 2) [2006] FCA 519, what was the court's decision regarding the amendment of charge 2?","In the case of Natural Floor Covering Pty Ltd v Monamy (No 2) [2006] FCA 519, we find that the court refused the amendment of charge 2.","In the case of Natural Floor Covering Pty Ltd v Monamy (No 2) [2006] FCA 519, the court decided that the amendment of charge 2 was allowed.",pronoun
"In the case of R v Warwick (No.52) [2018] NSWSC 2034, what was the court's view on the admissibility of documents where some handwriting may not have been extracted from the personnel file in S7 and may not be that of the Accused?","We empathize deeply with the complexities involved and want to clarify that the court found the documents admissible, even though there was uncertainty surrounding the origin of some handwriting not extracted from the personnel file in S7 and possibly not belonging to the Accused.","In R v Warwick (No.52) [2018] NSWSC 2034, the court determined that the documents were admissible despite the uncertainty regarding the origin of some handwriting and its extraction from the personnel file in S7.",words
What are some of the cases cited in the decision of SZRRD v Minister for Immigration and Border Protection [2015] FCA 577?,"In SZRRD v Minister for Immigration and Border Protection [2015] FCA 577, we see that the court cited cases such as Plaintiff S4/2014 v Minister for Immigration and Border Protection [2014] HCA 34 and Minister for Immigration and Citizenship v SZRUR [2013] FCAFC 146.","In the decision of SZRRD v Minister for Immigration and Border Protection [2015] FCA 577, cases such as Plaintiff M70/2011 v Minister for Immigration and Citizenship [2011] HCA 32; (2011) 244 CLR 144 and Plaintiff S10/2011 v Minister for Immigration and Citizenship [2012] HCA 31; (2012) 246 CLR 636 were cited.",pronoun
What is the definition of a 'young person' according to the Criminal Code Regulations 2019 (Cth)?,The Criminal Code Regulations 2019 (Cth) define a 'young person' as an individual who is under the age of 18 years.,A 'young person' is defined as an individual who is under the age of 18 years by the Criminal Code Regulations 2019 (Cth).,voice
"In the case of Health Care Complaints Commission v FWX [2023] NSWCATOD 100, what was the practitioner's explanation for the presence of amphetamine in his urine?","The practitioner deeply regretted his inadvertent consumption of amphetamine, attributing it to a drink unknowingly spiked by an acquaintance.","In the case of Health Care Complaints Commission v FWX [2023] NSWCATOD 100, the practitioner attributed the presence of amphetamine in his urine to the consumption of a weight loss supplement.",words
"Under the Taxation Administration Act 1953, when are deductions allowed for employees' transport expenses?","Under the Taxation Administration Act 1953, we find that deductions for employees' transport expenses are allowed when these expenses are directly related to earning one's income.","Under the Taxation Administration Act 1953, deductions for employees' transport expenses are allowed when the expenses are directly related to the earning of assessable income and not for travel between home and work.",pronoun
What are the requirements for inspecting and maintaining pushrods in 0-235 series engines as per the Australian secondary legislation AD/LYC/71 Amdt 1 - Pushrod - Inspection (Cth)?,The Australian secondary legislation AD/LYC/71 Amdt 1 - Pushrod - Inspection (Cth) requires operators to inspect and maintain pushrods in 0-235 series engines according to specified procedures and intervals.,"The legislation mandated that for 0-235 series engines, the inspection and maintenance of pushrods required adherence to the specific procedures and intervals outlined in AD/LYC/71 Amdt 1.",tense
"What is the meaning of ""substantial and operative reason"" in the context of a worker's dismissal, as considered by the Court of Appeal in Bindaree Beef Pty Ltd v Riley [2013] NSWCA 305?","The Court of Appeal defines ""substantial and operative reason"" as a significant and actual cause for an employee's dismissal in the context of the case Bindaree Beef Pty Ltd v Riley [2013] NSWCA 305.","In the context of a worker's dismissal, ""substantial and operative reason"" is defined as the real and effective cause for the dismissal that was considered by the Court of Appeal in Bindaree Beef Pty Ltd v Riley [2013] NSWCA 305.",voice
"In the case of Hutchison & SDAEA v Woolworths (Vic) Pty Ltd[1996] IRCA 622, what was the basis of the claim in the associated jurisdiction in the referenced case of Linnane?","Please note that in the case of Hutchison & SDAEA v Woolworths (Vic) Pty Ltd[1996] IRCA 622, the basis of the claim in the associated jurisdiction in the referenced case of Linnane was focused on the wrongful termination of employment.","Refer to the claim in Linnane as based on the employer's failure to consult employees about changes affecting their employment, as established in Hutchison & SDAEA v Woolworths.",mood
"In the case ""A"" bht ""S"" v State of NSW [2011] NSWDC 54, what was the reason for requiring a secure court?","The court required a secure court because it needed to ensure the safety and security of all participants in the ""A"" bht ""S"" v State of NSW [2011] NSWDC 54 case.","A secure court was required due to threats made against the judiciary and staff by the defendant, as stated in the case ""A"" bht ""S"" v State of NSW [2011] NSWDC 54.",voice
"In the case of Davison v Legal Profession Admission Board [2019] NSWSC 959, what were the allegations against Mr. Davison regarding his financial conduct and how were they resolved?","In the case of Davison v Legal Profession Admission Board [2019] NSWSC 959, we find that Mr. Davison was accused of mishandling client funds, but these allegations were ultimately dismissed by the court.","In Davison v Legal Profession Admission Board [2019] NSWSC 959, allegations were made against Mr. Davison for failing to disclose bankruptcy proceedings in his past, which were resolved by the court dismissing the challenge against the Legal Profession Admission Board's decision to refuse his application for admission as a lawyer.",pronoun
"Under the Gaming Machine Regulation 2002 (Qld), what are the conditions under which the commissioner may refuse to review a review decision?","We deeply regret to inform you that under the Gaming Machine Regulation 2002 (Qld), the commissioner may heartbreakingly refuse to review a review decision if the application for review does not meet the specific criteria set forth in the regulation, leaving parties feeling frustrated and disappointed.","Under the Gaming Machine Regulation 2002 (Qld), the commissioner may refuse to review a decision if the application for review does not comply with the prescribed requirements or is not lodged within the specified timeframe.",words
"In the case of Insurance Australia Group Ltd t/as NRMA Insurance v Keen [2021] NSWCA 287, what was the assessment of Dr Ian Meakin regarding Mr Keen's permanent impairment as a result of the motor accident?","Please refer to Dr. Ian Meakin's assessment in the case of Insurance Australia Group Ltd t/as NRMA Insurance v Keen [2021] NSWCA 287, where he evaluated Mr. Keen's permanent impairment as a result of the motor accident to be 0%.","Assess Mr Keen's permanent impairment as 25% Whole Person Impairment due to the motor accident, as per Dr Ian Meakin's evaluation.",mood
"In the case of Meadows, John & Anor v The Minister for Immigration & Multicultural Affairs [1997] FCA 1411, what was the basis of the application for review of the decision of the Refugee Review Tribunal?",The Meadows case poignantly sought review on the grounds of a deeply distressing belief that the Refugee Review Tribunal had grievously failed to properly consider the compelling evidence of their well-founded fear of persecution.,"In Meadows, John & Anor v The Minister for Immigration & Multicultural Affairs [1997] FCA 1411, the application for review was based on the claim that the Refugee Review Tribunal made a jurisdictional error by failing to properly consider the applicants' fear of persecution.",words
"What are the necessary ingredients for infringement in the context of copyright law, as per the decision in Skybase Nominees Pty Ltd as trustee for the Barcza Family Trust v Fortuity Pty Ltd [1996] FCA 1162?","The decision in Skybase Nominees Pty Ltd as trustee for the Barcza Family Trust v Fortuity Pty Ltd [1996] FCA 1162 establishes that for an infringement of copyright to occur, the defendant must have had access to the copyrighted work and there must be a substantial similarity between the infringing work and the copyrighted work.","In the case of Skybase Nominees Pty Ltd as trustee for the Barcza Family Trust v Fortuity Pty Ltd [1996] FCA 1162, the court determined that the necessary ingredients for infringement in the context of copyright law included the existence of a copyright, the plaintiff's ownership of the copyright, the defendant's act of copying the work, and the act constituting an unauthorized use of the copyright.",tense
"Under the Taxation Administration Act 1953, when are deductions allowed for employees' transport expenses?",The Taxation Administration Act 1953 allows deductions for employees' transport expenses when the transport is directly connected to earning their income.,"Under the Taxation Administration Act 1953, deductions were allowed for employees' transport expenses when the transportation was directly related to the performance of their duties.",tense
"Under the Federal Court Rules, what action can the court take if the applicant does not appear at the hearing?","Please note that under the Federal Court Rules, the court may dismiss the application if the applicant does not appear at the hearing.",Dismiss the application for non-appearance.,mood
"In the case of Reiner v Stevens [2003] NSWSC 1216, what were the financial circumstances of the plaintiff?","In Reiner v Stevens [2003] NSWSC 1216, we find that the plaintiff was in a state of financial distress, having significant debts and liabilities exceeding their assets.","In Reiner v Stevens [2003] NSWSC 1216, the plaintiff was found to be in a precarious financial situation with significant debts.",pronoun
What were the imputations found by the jury in the defamation proceedings of the case Markisic v AEA Ethnic Publishers Pty Ltd & Ors [2006] NSWCA 241 in New South Wales?,"In the case Markisic v AEA Ethnic Publishers Pty Ltd & Ors [2006] NSWCA 241, we found that the jury identified the imputations that the plaintiff was a war criminal and guilty of war crimes.","In the case Markisic v AEA Ethnic Publishers Pty Ltd & Ors [2006] NSWCA 241, the jury found the imputations that the plaintiff was a ""spokesman for Croatian war criminals"" and had ""knowingly associated with Croatian war criminals"" were conveyed by the defendants.",pronoun
"What were the circumstances that led to the individual's inability to leave Australia in the case of Ditfort, G.A. v Commissioner of Taxation [1988] FCA 490?","The Department of Foreign Affairs and Trade confiscated Ditfort's passport, preventing him from leaving Australia.","In the case of Ditfort, G.A. v Commissioner of Taxation [1988] FCA 490, the individual's inability to leave Australia was caused by the cancellation of his passport by the authorities.",voice
"Under the Sporting Venues Authorities Regulation 2019 (2019-393) (NSW), who can make an allegation of misbehaviour against an SCG Member or an SCG Member's Guest?","We deeply empathize with those affected and wish to clarify that under the Sporting Venues Authorities Regulation 2019 (2019-393) (NSW), any person can make an allegation of misbehaviour against an SCG Member or an SCG Member's Guest.","Under the Sporting Venues Authorities Regulation 2019 (2019-393) (NSW), any person may make an allegation of misbehavior against an SCG Member or an SCG Member's Guest.",words
"Under the Workers Compensation (Bush Fire, Emergency and Rescue Services) Regulation 2023 (2023-483) (NSW), who are considered as rescue association workers?","Please refer to the Workers Compensation (Bush Fire, Emergency and Rescue Services) Regulation 2023 (2023-483) (NSW), where rescue association workers are defined as individuals who are members of a rescue association that is a member of the State Emergency Service or another service prescribed by the regulations.","Refer to Section 4 of the Workers Compensation (Bush Fire, Emergency and Rescue Services) Regulation 2023 (2023-483) (NSW) to identify individuals who provide rescue services or assistance in emergencies as members of an organization recognized by the State Emergency Service as a rescue association as rescue association workers.",mood
What is the compliance requirement for the Rudder Pedal Guard Plate as per the AD/GAF-N22/51 directive in the Commonwealth of Australia's Civil Aviation Regulations 1998?,"Please ensure the Rudder Pedal Guard Plate meets the AD/GAF-N22/51 directive's compliance requirement as specified in the Commonwealth of Australia's Civil Aviation Regulations 1998, which necessitates its installation to prevent inadvertent rudder pedal actuation.",Install the Rudder Pedal Guard Plate in accordance with the AD/GAF-N22/51 directive as mandated by the Commonwealth of Australia's Civil Aviation Regulations 1998.,mood
What are the allegations against Johnston in the case R v Johnston (a pseudonym) [2019] NSWDC 61?,We are deeply troubled to report that Johnston faces distressing allegations of engaging in sexual intercourse without consent in the case R v Johnston (a pseudonym) [2019] NSWDC 61.,"In the case R v Johnston (a pseudonym) [2019] NSWDC 61, Johnston was charged with multiple counts of sexual intercourse without consent.",words
"In the case of R v Warwick (No.52) [2018] NSWSC 2034, what was the court's view on the admissibility of documents where some handwriting may not have been extracted from the personnel file in S7 and may not be that of the Accused?","In R v Warwick (No.52) [2018] NSWSC 2034, we find that the court considered the documents admissible despite the uncertainty about the origin of some handwriting and its extraction from the personnel file in S7, as this did not necessarily detract from their relevance or the accused's connection to them.","In R v Warwick (No.52) [2018] NSWSC 2034, the court found that the admissibility of documents was not precluded even if some handwriting had not been extracted from the personnel file in S7 and might not be that of the Accused.",pronoun
What did the judge instruct Mr Hazlett to do in the case of Lauraine Diggins and Southern Auctions Pty Limited and A Huben [1981] FCA 291?,The judge ordered Mr Hazlett to pay Lauraine Diggins and Southern Auctions Pty Limited damages for breach of contract.,"In the case of Lauraine Diggins and Southern Auctions Pty Limited and A Huben [1981] FCA 291, Mr. Hazlett was instructed by the judge to return the painting to Lauraine Diggins.",voice
"In the case of SZHVX v Minister for Immigration & Citizenship [2007] FCA 1272, how did the Federal Magistrates Court respond to the applicant's claim that the Tribunal failed to properly apply the ""real chance"" test?","Please note that in the case of SZHVX v Minister for Immigration & Citizenship [2007] FCA 1272, the Federal Magistrates Court found that the Tribunal did indeed fail to properly apply the ""real chance"" test to the applicant's claim.","Dismiss the applicant's claim, finding that the Tribunal did apply the ""real chance"" test appropriately.",mood
What is the definition of 'cumulative equivalent dose' as per the Statement of Principles concerning malignant neoplasm of bone and articular cartilage (Reasonable Hypothesis) (No. 66 of 2020) (Cth)?,"The definition of 'cumulative equivalent dose' as per the Statement of Principles concerning malignant neoplasm of bone and articular cartilage (Reasonable Hypothesis) (No. 66 of 2020) (Cth) refers to the total dose of ionising radiation absorbed by the relevant site, expressed in sieverts, and includes both external and internal sources of radiation, where a dose of one sievert equals a one-gray absorbed dose of gamma or x-radiation.","The definition of 'cumulative equivalent dose' as per the Statement of Principles concerning malignant neoplasm of bone and articular cartilage (Reasonable Hypothesis) (No. 66 of 2020) (Cth) was specified as the sum of the products of the absorbed dose received by the bone marrow or bone from ionizing radiation, multiplied by the appropriate radiation weighting factor for each type of radiation.",tense
"In the context of insurance law, as per the decision in Guardian Assurance Company Limited v Condogianis [1919] HCA 33, what is the responsibility of an insurance company when framing its own policy and questions?","Please remember that, in accordance with the decision in Guardian Assurance Company Limited v Condogianis [1919] HCA 33, an insurance company must frame its policy and questions with utmost good faith.",Ensure the policy and questions are framed clearly and unambiguously to avoid misinterpretation.,mood
What was the condition for the settlement in the matter of Wetherill Park Holdings Pty Ltd [2021] NSWSC 282?,"In the matter of Wetherill Park Holdings Pty Ltd [2021] NSWSC 282, we see that the condition for the settlement was the payment of the agreed sum by the defendant to the plaintiff.",The condition for the settlement in the matter of Wetherill Park Holdings Pty Ltd [2021] NSWSC 282 required the payment of a specified sum by a certain date.,pronoun
"In the case of Health Care Complaints Commission v FWX [2023] NSWCATOD 100, what was the practitioner's explanation for the presence of amphetamine in his urine?","In the case of Health Care Complaints Commission v FWX [2023] NSWCATOD 100, the practitioner explained that the presence of amphetamine in his urine was due to the accidental ingestion of his wife's prescribed medication.","In Health Care Complaints Commission v FWX [2023] NSWCATOD 100, the practitioner explained the presence of amphetamine in his urine as resulting from taking medication, not prescribed to him, to manage personal stress and workload.",pronoun
"In the case of Piatti v ACN 000 246 542 Pty Ltd [2020] NSWCA 168, how does the court interpret the use of tenses in section 15B?",The court interprets the use of tenses in section 15B as requiring the plaintiff to demonstrate that the harm suffered was not too remote a consequence of the defendant's negligence at the time of the act or omission.,"In the case of Piatti v ACN 000 246 542 Pty Ltd [2020] NSWCA 168, the use of tenses in section 15B was interpreted by the court as requiring that the relevant loss must have been suffered both before and after the provision's commencement.",voice
What are the requirements for the display of the pregnancy warning mark on corrugated cardboard packaging according to the Food Standards (Application A1256 – Colour of pregnancy warning labels for corrugated cardboard packaging) Variation (Cth)?,The Food Standards (Application A1256 – Colour of pregnancy warning labels for corrugated cardboard packaging) Variation (Cth) mandates that manufacturers must print the pregnancy warning mark prominently on the corrugated cardboard packaging using a contrasting background.,"The display of the pregnancy warning mark on corrugated cardboard packaging is required to be in the specified colour contrast, size, and location, as stipulated by the Food Standards (Application A1256 – Colour of pregnancy warning labels for corrugated cardboard packaging) Variation (Cth).",voice
